Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-05-04 02:32:32,32.3182,-86.9023,7977,290,0.0,7687.0,1.0,162.6901697570049,,1035.0,,84000001.0,USA,2989.097902689782,13.121196754563895,2020-05-03,146561.0,3.635451924282312
Alaska,US,2020-05-04 02:32:32,61.3707,-152.4044,368,9,262.0,97.0,2.0,50.304492546596585,,,,84000002.0,USA,3609.876386242386,,2020-05-03,21578.0,2.4456521739130435
American Samoa,US,2020-05-04 02:32:32,-14.271,-170.132,0,0,0.0,0.0,60.0,0.0,,,,16.0,ASM,102.44244352186335,,2020-05-03,57.0,
Arizona,US,2020-05-04 02:32:32,33.7298,-111.4312,8640,362,1597.0,6681.0,4.0,118.70223832029738,,1348.0,,84000004.0,USA,1114.4683877666905,15.601851851851851,2020-05-03,109167.0,4.189814814814815
Arkansas,US,2020-05-04 02:32:32,34.9697,-92.3731,3437,76,1999.0,1362.0,5.0,113.8907629521334,,427.0,,84000005.0,USA,2042.8523920376265,12.423625254582484,2020-05-03,52890.0,2.2112307244690137
California,US,2020-05-04 02:32:32,36.1162,-119.6816,55249,2201,0.0,53054.0,6.0,139.82761739323044,,,,84000006.0,USA,1825.4939857612944,,2020-05-03,715751.0,3.972922586834151
Colorado,US,2020-05-04 02:32:32,39.0598,-105.3111,16635,842,2607.0,13186.0,8.0,288.86547325663133,,2793.0,,84000008.0,USA,1410.069469382526,16.78990081154193,2020-05-03,79906.0,5.061617072437632
Connecticut,US,2020-05-04 02:32:32,41.5978,-72.7554,29287,2436,4346.0,22505.0,9.0,821.4485958633906,,7758.0,,84000009.0,USA,2874.7475308439407,26.489568750640217,2020-05-03,102493.0,8.317683613890122
Delaware,US,2020-05-04 02:32:32,39.3185,-75.5071,5208,248,1640.0,3320.0,10.0,534.8318483739387,36941.0,,,84000010.0,USA,3.793629667968831e-07,,2020-05-03,23737.0,4.761904761904762
Diamond Princess,US,2020-05-04 02:32:32,,,49,0,0.0,49.0,88888.0,,,,,84088888.0,USA,,,2020-05-03,,0.0
District of Columbia,US,2020-05-04 02:32:32,38.8974,-77.0268,5016,251,666.0,4099.0,11.0,710.7342695490889,,,,84000011.0,USA,3273.4017334774826,,2020-05-03,23102.0,5.003987240829346
Florida,US,2020-05-04 02:32:32,27.7663,-81.6868,36078,1379,0.0,34699.0,12.0,167.97859104057378,,6244.0,,84000012.0,USA,3130.963006018744,17.306946061311603,2020-05-03,672460.0,3.822273961971285
