Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-05-20 02:32:25,32.3182,-86.9023,12825,504,,,1.0,261.56467683760656,,1453.0,,84000001.0,USA,4862.431256418022,11.740465416936004,2020-05-19,238414.0,3.929824561403509
Alaska,US,2020-05-20 02:32:25,61.3707,-152.4044,401,10,348.0,43.0,2.0,54.81549323691639,,,,84000002.0,USA,4973.036518601043,,2020-05-19,36380.0,2.493765586034913
American Samoa,US,2020-05-20 02:32:25,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,222.8572455563344,,2020-05-19,124.0,
Arizona,US,2020-05-20 02:32:25,33.7298,-111.4312,14576,705,3693.0,10178.0,4.0,200.2550724255388,,1746.0,,84000004.0,USA,2219.7730726445334,11.978594950603732,2020-05-19,220668.0,4.836717892425906
Arkansas,US,2020-05-20 02:32:25,34.9697,-92.3731,4923,102,3739.0,1082.0,5.0,163.13186674813872,,535.0,,84000005.0,USA,3104.939883438421,10.867357302457853,2020-05-19,93701.0,2.071907373552712
California,US,2020-05-20 02:32:25,36.1162,-119.6816,84643,3378,,,6.0,214.21472540282028,,,,84000006.0,USA,3389.624522011834,,2020-05-19,1339316.0,3.990973641615765
Colorado,US,2020-05-20 02:32:25,39.0598,-105.3111,22482,1257,3431.0,17794.0,8.0,390.39817070968354,,3899.0,,84000008.0,USA,2280.5872677615366,17.342763099368383,2020-05-19,131333.0,5.59113957832933
Connecticut,US,2020-05-20 02:32:25,41.5978,-72.7554,38430,3472,6264.0,28694.0,9.0,1077.8935889312695,,10946.0,,84000009.0,USA,5203.508160773593,28.482956023939632,2020-05-19,185520.0,9.034608378870674
Delaware,US,2020-05-20 02:32:25,39.3185,-75.5071,8037,416,3760.0,3861.0,10.0,825.3539872083995,60581.0,,,84000010.0,USA,6.22132262026528e-07,,2020-05-19,44132.0,5.1760607191738215
Diamond Princess,US,2020-05-20 02:32:25,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-05-19,,0.0
District of Columbia,US,2020-05-20 02:32:25,38.8974,-77.0268,7434,400,1040.0,5994.0,11.0,1053.3489951810063,,,,84000011.0,USA,5579.03730646448,,2020-05-19,39374.0,5.380683346785042
Florida,US,2020-05-20 02:32:25,27.7663,-81.6868,46944,2052,,,12.0,218.57051327148665,,8744.0,,84000012.0,USA,5200.748104886469,18.626448534424,2020-05-19,1117003.0,4.371165644171779
Georgia,US,2020-05-20 02:32:25,33.0406,-83.6431,38855,1675,,,13.0,365.95509098582585,,7027.0,,84000013.0,USA,3561.655215206176,18.085188521425813,2020-05-19,378156.0,4.310899498134089
Grand Princess,US,2020-05-20 02:32:25,,,103,3,,,99999.0,,,,,84099999.0,USA,,,2020-05-19,,2.912621359223301
Guam,US,2020-05-20 02:32:25,13.4443,144.7937,154,5,126.0,23.0,66.0,93.77150198807762,,,,316.0,GUM,2939.1885720548744,,2020-05-19,4827.0,3.2467532467532467
Hawaii,US,2020-05-20 02:32:25,21.0943,-157.4983,641,17,574.0,50.0,15.0,45.27245400714189,,82.0,,84000015.0,USA,3179.87784206482,12.79251170046802,2020-05-19,45023.0,2.65210608424337
Idaho,US,2020-05-20 02:32:25,44.2405,-114.4788,2455,74,1649.0,732.0,16.0,137.3760887264873,,213.0,,84000016.0,USA,2130.252676875212,8.676171079429736,2020-05-19,38069.0,3.0142566191446027
Illinois,US,2020-05-20 02:32:25,40.3495,-88.9861,98030,4379,,,17.0,773.6062559595815,,,,84000017.0,USA,4906.035209935494,,2020-05-19,621684.0,4.466999897990411
