Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-04-13 23:07:54,32.3182,-86.9023,3870,99,,,1.0,78.92828844924269,,457.0,,84000001.0,USA,1318.245181448385,12.23888591322978,2020-04-13,64636.0,2.558139534883721
Alaska,US,2020-04-13 23:07:54,61.3707,-152.4044,277,8,85.0,184.0,2.0,37.8650664005632,,32.0,,84000002.0,USA,1309.9143620482844,11.552346570397113,2020-04-13,7830.0,2.888086642599278
American Samoa,US,,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,5.3917075537822825,,2020-04-13,3.0,
Arizona,US,2020-04-13 23:07:54,33.7298,-111.4312,3705,122,,,4.0,50.90182789082197,,525.0,,84000004.0,USA,595.5307782951309,14.17004048582996,2020-04-13,53187.0,3.292847503373819
Arkansas,US,2020-04-13 23:07:54,34.9697,-92.3731,1410,29,391.0,990.0,5.0,46.72271625327556,,130.0,,84000005.0,USA,803.5451155974812,9.21985815602837,2020-04-13,20804.0,2.0567375886524824
California,US,2020-04-13 23:07:54,36.1162,-119.6816,23403,696,,,6.0,59.2297730249194,,3015.0,,84000006.0,USA,486.8368231271593,12.59872132380594,2020-04-13,190882.0,2.961158825791565
Colorado,US,2020-04-13 23:07:54,39.0598,-105.3111,7691,306,,,8.0,133.55361315399767,,1472.0,,84000008.0,USA,662.3476017295789,19.13925367312444,2020-04-13,37534.0,3.9786763749837473
Connecticut,US,2020-04-13 23:07:54,41.5978,-72.7554,13381,602,,,9.0,375.31340394195473,,1760.0,,84000009.0,USA,1242.7891499337925,13.152978103280772,2020-04-13,44309.0,4.498916373963082
Delaware,US,2020-04-13 23:07:54,39.3185,-75.5071,1758,54,213.0,1491.0,10.0,180.5365571124009,18586.0,201.0,,84000010.0,USA,1.9086760241701282e-07,11.433447098976108,2020-04-13,11820.0,3.0716723549488054
Diamond Princess,US,2020-04-13 23:07:54,,,49,0,0.0,49.0,88888.0,,,,,84088888.0,USA,,,2020-04-13,,0.0
District of Columbia,US,2020-04-13 23:07:54,38.8974,-77.0268,1955,52,507.0,1396.0,11.0,277.0106652648463,,295.0,,84000011.0,USA,1549.276017394286,15.089514066496164,2020-04-13,10934.0,2.659846547314578
Florida,US,2020-04-14 00:42:00,27.7663,-81.6868,21019,499,,,12.0,97.86412786412274,,2833.0,,84000012.0,USA,1575.892283251257,2.302896300571456,2020-04-13,338466.0,2.374042532946382
Georgia,US,2020-04-13 23:07:54,33.0406,-83.6431,13315,465,,,13.0,125.40707853497032,,2589.0,,84000013.0,USA,562.3709427181686,19.44423582425836,2020-04-13,57021.0,3.492301915133308
Grand Princess,US,2020-04-13 23:07:54,,,103,0,0.0,103.0,99999.0,,,,,84099999.0,USA,,,2020-04-13,,0.0
Guam,US,2020-04-13 23:07:54,13.4443,144.7937,133,5,58.0,70.0,66.0,80.9844789897034,,12.0,,316.0,GUM,551.0598006442224,9.022556390977444,2020-04-13,905.0,3.7593984962406015
Hawaii,US,2020-04-13 23:07:54,21.0943,-157.4983,504,9,310.0,185.0,15.0,35.596438096099085,,44.0,,84000015.0,USA,1330.9921132148502,8.73015873015873,2020-04-13,18844.0,1.7857142857142858
Idaho,US,2020-04-13 23:07:54,44.2405,-114.4788,1426,27,,,16.0,79.79564257595555,,132.0,,84000016.0,USA,924.0004793551308,9.256661991584853,2020-04-13,14881.0,1.893408134642356
Illinois,US,2020-04-13 23:07:54,40.3495,-88.9861,22025,798,,,17.0,173.81085165265517,,3680.0,,84000017.0,USA,901.2536413610728,16.708286038592508,2020-04-13,105768.0,3.623155505107832
