Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-06-30 04:34:02,32.3182,-86.9023,37589,929,18866.0,17794.0,1.0,766.6241432864556,,2725.0,,84000001.0,USA,11853.33614783044,7.330195023537325,2020-06-29,581191.0,2.471467716619224
Alaska,US,2020-06-30 04:34:02,61.3707,-152.4044,920,14,525.0,381.0,2.0,125.76123136649149,,,,84000002.0,USA,14860.193152847742,,2020-06-29,108709.0,1.5217391304347827
American Samoa,US,2020-06-30 04:34:02,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,1250.8761524774895,,2020-06-29,696.0,
Arizona,US,2020-06-30 04:34:02,33.7298,-111.4312,74545,1598,9179.0,63768.0,4.0,1024.1502726373344,,4634.0,,84000004.0,USA,7026.279494037205,6.216379368166879,2020-06-29,733199.0,2.143671607753706
Arkansas,US,2020-06-30 04:34:02,34.9697,-92.3731,20257,265,14066.0,5926.0,5.0,671.2496901720589,,1380.0,,84000005.0,USA,10025.038074043245,6.812459890408253,2020-06-29,302536.0,1.3081897615639038
California,US,2020-06-30 04:34:02,36.1162,-119.6816,230698,5894,,,6.0,583.8370572063233,,,,84000006.0,USA,10279.583611380203,,2020-06-29,4061692.0,2.545440358581108
Colorado,US,2020-06-30 04:34:02,39.0598,-105.3111,32511,1681,4459.0,26371.0,8.0,564.5509709075047,,5401.0,,84000008.0,USA,5549.221217989503,16.621530128639133,2020-06-29,319565.0,5.170557657408262
Connecticut,US,2020-06-30 04:34:02,41.5978,-72.7554,46362,4320,8053.0,33989.0,9.0,1300.3721720018614,,10268.0,,84000009.0,USA,12480.790466517845,22.147448341314007,2020-06-29,444976.0,9.317975928562184
Delaware,US,2020-06-30 04:34:02,39.3185,-75.5071,11376,565,6665.0,4146.0,10.0,1168.2502125771748,150037.0,,,84000010.0,USA,1.5407942786958646e-06,,2020-06-29,109931.0,4.9665963431786215
Diamond Princess,US,2020-06-30 04:34:02,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-06-29,,0.0
District of Columbia,US,2020-06-30 04:34:02,38.8974,-77.0268,10292,551,1200.0,8541.0,11.0,1458.3088321768787,,,,84000011.0,USA,13511.885953788104,,2020-06-29,95360.0,5.353672755538282
Florida,US,2020-06-30 04:34:02,27.7663,-81.6868,146341,3447,,,12.0,681.3613557145243,,14651.0,,84000012.0,USA,13779.696622600415,10.01154836990317,2020-06-29,2959567.0,2.35545745894862
Georgia,US,2020-06-30 04:34:02,33.0406,-83.6431,79417,2784,,,13.0,747.987529554017,,10824.0,,84000013.0,USA,7752.512073786643,13.629323696437789,2020-06-29,823117.0,3.505546671367591
Grand Princess,US,2020-06-30 04:34:02,,,103,3,,,99999.0,,,,,84099999.0,USA,,,2020-06-29,,2.912621359223301
Guam,US,2020-06-30 04:34:02,13.4443,144.7937,253,5,179.0,69.0,66.0,154.05318183755608,,,,316.0,GUM,7863.41023814308,,2020-06-29,12914.0,1.976284584980237
Hawaii,US,2020-06-30 04:34:02,21.0943,-157.4983,900,18,719.0,163.0,15.0,63.56506802874837,,111.0,,84000015.0,USA,5449.292026397867,12.333333333333336,2020-06-29,77155.0,2.0
Idaho,US,2020-06-30 04:34:02,44.2405,-114.4788,5752,91,3898.0,1763.0,16.0,321.8685386373747,,312.0,,84000016.0,USA,4831.665328345639,5.4242002781641165,2020-06-29,86345.0,1.582058414464534
Illinois,US,2020-06-30 04:34:02,40.3495,-88.9861,142461,6902,,,17.0,1124.2346305239005,,,,84000017.0,USA,12412.967323323144,,2020-06-29,1572949.0,4.844834726697131
Indiana,US,2020-06-30 04:34:02,39.8494,-86.2583,45228,2559,34348.0,8321.0,18.0,671.8141522134084,603189.0,7024.0,,84000018.0,USA,8.959735267079101e-07,15.530202529406562,2020-06-29,476519.0,5.657999469355267
Iowa,US,2020-06-30 04:34:02,42.0115,-93.2105,28845,711,17851.0,10283.0,19.0,914.2427901758124,,,,84000019.0,USA,9535.28764813459,,2020-06-29,300845.0,2.4648985959438376
Kansas,US,2020-06-30 04:34:02,38.5266,-96.7265,14209,273,794.0,13142.0,20.0,487.72634875609015,,1152.0,,84000020.0,USA,6066.115770562322,8.10753747624745,2020-06-29,176725.0,1.9213174748398905
Kentucky,US,2020-06-30 04:34:02,37.6681,-84.6701,15347,560,3939.0,10848.0,21.0,343.5121594619839,,2602.0,,84000021.0,USA,8090.1399901022305,16.954453639147715,2020-06-29,361441.0,3.648921613344628
Louisiana,US,2020-06-30 04:34:02,31.1695,-91.8678,57081,3199,42225.0,11657.0,22.0,1227.866840303098,,,,84000022.0,USA,15157.415019895485,,2020-06-29,704637.0,5.604316672798304
Maine,US,2020-06-30 04:34:02,44.6939,-69.3819,3219,105,2623.0,491.0,23.0,239.47115484759848,,347.0,,84000023.0,USA,6957.459091274293,10.779745262503884,2020-06-29,93523.0,3.2618825722274
Maryland,US,2020-06-30 04:34:02,39.0639,-76.8021,67254,3175,4979.0,59100.0,24.0,1112.4306943139563,,10822.0,,84000024.0,USA,8755.226872742189,16.091236208998726,2020-06-29,529313.0,4.720908793529009
Massachusetts,US,2020-06-30 04:34:02,42.2302,-71.5301,108768,8094,,,25.0,1578.0624252176603,,11345.0,,84000025.0,USA,12220.335631337412,10.430457487496325,2020-06-29,842287.0,7.44152691968226
Michigan,US,2020-06-30 04:34:02,43.3266,-84.5361,70223,6161,51099.0,12963.0,26.0,703.1541555065824,1046545.0,,,84000026.0,USA,1.0479222842582003e-06,,2020-06-29,1029375.0,8.773478774760406
Minnesota,US,2020-06-30 04:34:02,45.6945,-93.9002,35861,1470,31225.0,3166.0,27.0,635.874823038099,,4031.0,,84000027.0,USA,10514.072549414572,11.24062351858565,2020-06-29,592955.0,4.0991606480577785
Mississippi,US,2020-06-30 04:34:02,32.7416,-89.6787,26567,1059,19388.0,6120.0,28.0,892.6636401604893,,3115.0,,84000028.0,USA,9526.471960913248,11.725072458312946,2020-06-29,283522.0,3.986148229005909
Missouri,US,2020-06-30 04:34:02,38.4561,-92.2884,21206,1014,,,29.0,345.5193282919164,,,,84000029.0,USA,5986.318698972925,,2020-06-29,367406.0,4.7816655663491465
Montana,US,2020-06-30 04:34:02,46.9219,-110.4544,919,22,609.0,288.0,30.0,85.9860513595901,,100.0,,84000030.0,USA,8303.221061810778,10.88139281828074,2020-06-29,88743.0,2.3939064200217626
Nebraska,US,2020-06-30 04:34:02,41.1254,-98.2681,19042,269,13322.0,5451.0,31.0,984.383852837664,,1316.0,,84000031.0,USA,9060.756572553464,6.911038756433147,2020-06-29,175272.0,1.412666736687323
Nevada,US,2020-06-30 04:34:02,38.3135,-117.0554,17894,504,689.0,16701.0,32.0,580.9446015071964,,,,84000032.0,USA,8863.739369044944,,2020-06-29,273017.0,2.8165865653291604
New Hampshire,US,2020-06-30 04:34:02,43.4525,-71.5639,5760,367,4435.0,958.0,33.0,423.6194308937708,,565.0,,84000033.0,USA,10970.051724226692,9.80902777777778,2020-06-29,149161.0,6.371527777777778
New Jersey,US,2020-06-30 04:34:02,40.2989,-74.521,172199,14992,30163.0,127044.0,34.0,1938.699802638764,,19847.0,,84000034.0,USA,15806.732348666264,11.588000373674625,2020-06-29,1403984.0,8.706206191673587
New Mexico,US,2020-06-30 04:34:02,34.8405,-106.2485,11982,493,5264.0,6225.0,35.0,571.434294355906,,1865.0,,84000035.0,USA,15788.030402097644,15.56501418794859,2020-06-29,331048.0,4.1145050909697884
New York,US,2020-06-30 04:34:02,42.1657,-74.9481,393403,31242,70435.0,291726.0,36.0,2022.267285665591,,89995.0,,84000036.0,USA,19857.09968473124,22.88179118442732,2020-06-29,3862913.0,7.941474772688566
North Carolina,US,2020-06-30 04:34:02,35.6301,-79.8064,63736,1357,45538.0,16841.0,37.0,607.699175559616,,,,84000037.0,USA,8450.590212664201,,2020-06-29,886305.0,2.129095016944898
North Dakota,US,2020-06-30 04:34:02,47.5289,-99.784,3578,79,3163.0,297.0,38.0,464.39790988134826,,227.0,,84000038.0,USA,13869.08151830166,6.414241311104831,2020-06-29,105691.0,2.232269002543091
Northern Mariana Islands,US,2020-06-30 04:34:02,15.0979,145.6739,30,2,19.0,9.0,69.0,54.40301755404033,,,,580.0,MNP,14900.986508051648,,2020-06-29,8217.0,6.666666666666667
Ohio,US,2020-06-30 04:34:02,40.3888,-82.7649,51046,2595,,,39.0,436.6974360729226,843910.0,7746.0,,84000039.0,USA,7.219631964821928e-07,15.174548446499234,2020-06-29,774382.0,5.083650041139364
Oklahoma,US,2020-06-30 04:34:02,35.5653,-96.9289,13175,385,9587.0,3203.0,40.0,332.9566984443404,,1489.0,,84000040.0,USA,8243.50241636848,11.301707779886147,2020-06-29,326193.0,2.922201138519924
Oregon,US,2020-06-30 04:34:02,44.572,-122.0709,8485,204,2700.0,5581.0,41.0,201.17423158437808,,1025.0,,84000041.0,USA,5574.861590469012,12.080141426045964,2020-06-29,235133.0,2.404242781378904
Pennsylvania,US,2020-06-30 04:34:02,40.5908,-77.2098,89867,6625,67070.0,16172.0,42.0,701.9768568774742,,,,84000042.0,USA,5881.031455346509,,2020-06-29,912000.0,7.372005296716258
Puerto Rico,US,2020-06-30 04:34:02,18.2208,-66.5901,7250,153,,,72.0,227.0098512881948,,,,630.0,PRI,7825.139164866766,,2020-06-29,249911.0,2.110344827586207
Rhode Island,US,2020-06-30 04:34:02,41.6809,-71.5118,16764,972,1627.0,14165.0,44.0,1582.4633906666377,,1995.0,,84000044.0,USA,22515.45979132704,11.90050107372942,2020-06-29,238520.0,5.798138869005011
South Carolina,US,2020-06-30 04:34:02,33.8569,-80.945,34644,720,13456.0,20468.0,45.0,672.8670499079965,,2622.0,,84000045.0,USA,7172.761975126216,7.568410114305508,2020-06-29,369305.0,2.0782819535850363
South Dakota,US,2020-06-30 04:34:02,44.2998,-99.4388,6716,91,5818.0,807.0,46.0,759.1625699845929,,657.0,,84000046.0,USA,8981.65281763934,9.782608695652174,2020-06-29,79457.0,1.3549731983323408
Tennessee,US,2020-06-30 04:34:02,35.7478,-86.6923,42053,592,26962.0,14502.0,47.0,615.828502832114,,2599.0,,84000047.0,USA,11380.673563157126,6.144643828167482,2020-06-29,777206.0,1.4076469469279056
Texas,US,2020-06-30 04:34:02,31.0545,-97.5635,158888,2564,81335.0,74735.0,48.0,547.091498961525,,,,84000048.0,USA,6273.956635426942,,2020-06-29,1819189.0,1.6162991540275098
