Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-07-15 04:34:53,32.3182,-86.9023,58284,1164,25783.0,31337.0,1.0,1188.6967348774317,,7123.0,,84000001.0,USA,15966.19340285957,12.440834861584142,2020-07-14,782852.0,1.997117562281244
Alaska,US,2020-07-15 04:34:53,61.3707,-152.4044,1614,17,642.0,955.0,2.0,220.62894285382308,,,,84000002.0,USA,20432.50927830824,,2020-07-14,149473.0,1.053283767038414
American Samoa,US,2020-07-15 04:34:53,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,1466.5444546287808,,2020-07-14,816.0,
Arizona,US,2020-07-15 04:34:53,33.7298,-111.4312,128097,2337,15678.0,110082.0,4.0,1759.8843312633255,,5942.0,,84000004.0,USA,9918.547458295192,4.638672256180863,2020-07-14,1042118.0,1.8243986978617768
Arkansas,US,2020-07-15 04:34:53,34.9697,-92.3731,29812,331,22844.0,6637.0,5.0,987.8706503139368,,1872.0,,84000005.0,USA,12933.212362366809,6.279350597075004,2020-07-14,390299.0,1.110291157922984
California,US,2020-07-15 04:34:53,36.1162,-119.6816,354665,7181,,,6.0,897.4640581472726,,,,84000006.0,USA,14362.53029853572,,2020-07-14,5674955.0,2.0171569733339347
Colorado,US,2020-07-15 04:34:53,39.0598,-105.3111,37686,1738,4808.0,31140.0,8.0,654.4144409467633,,5941.0,,84000008.0,USA,7032.011885941637,15.77200807051078,2020-07-14,404955.0,4.611792177466433
Connecticut,US,2020-07-15 04:34:53,41.5978,-72.7554,47530,4372,8351.0,34807.0,9.0,1333.132507986033,,10552.0,,84000009.0,USA,16597.850327336902,22.200715337681466,2020-07-14,591761.0,9.198401009888492
Delaware,US,2020-07-15 04:34:53,39.3185,-75.5071,12969,581,7184.0,5204.0,10.0,1331.8422122814152,203533.0,,,84000010.0,USA,2.0901676381546246e-06,,2020-07-14,141600.0,4.479913640218983
Diamond Princess,US,2020-07-15 04:34:53,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-07-14,,0.0
