Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-07-08 05:34:00,32.3182,-86.9023,46348,1033,22082.0,23233.0,1.0,945.2631299859172,,2961.0,,84000001.0,USA,13833.090124072414,6.467183575406793,2020-07-07,678262.0,2.2287908863381376
Alaska,US,2020-07-08 05:34:00,61.3707,-152.4044,1202,17,560.0,625.0,2.0,164.30978272013343,,,,84000002.0,USA,17964.718506722074,,2020-07-07,131420.0,1.4143094841930115
American Samoa,US,2020-07-08 05:34:00,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,1250.8761524774895,,2020-07-07,696.0,
Arizona,US,2020-07-08 05:34:00,33.7298,-111.4312,105094,1927,12260.0,90907.0,4.0,1443.8533604205247,,5272.0,,84000004.0,USA,8638.843906144448,5.0164614535558645,2020-07-07,898487.0,1.8335965897196795
Arkansas,US,2020-07-08 05:34:00,34.9697,-92.3731,24512,301,17834.0,6377.0,5.0,812.2462558867309,,1604.0,,84000005.0,USA,11619.541892051306,6.543733681462141,2020-07-07,350655.0,1.2279699738903394
California,US,2020-07-08 05:34:00,36.1162,-119.6816,295491,6481,,,6.0,747.8445340825293,,,,84000006.0,USA,12392.038787592386,,2020-07-07,4896370.0,2.1865376154861416
Colorado,US,2020-07-08 05:34:00,39.0598,-105.3111,34664,1696,4636.0,28332.0,8.0,601.9376474281856,,5591.0,,84000008.0,USA,6262.485378735889,16.137039281900307,2020-07-07,360640.0,4.892684052619432
Connecticut,US,2020-07-08 05:34:00,41.5978,-72.7554,47033,4338,8210.0,34485.0,9.0,1319.192536253042,,10411.0,,84000009.0,USA,14868.564578391586,22.13552186762486,2020-07-07,530107.0,9.223311292071523
Delaware,US,2020-07-08 05:34:00,39.3185,-75.5071,12414,573,6815.0,5026.0,10.0,1274.8468828176026,180742.0,,,84000010.0,USA,1.8561170879186328e-06,,2020-07-07,128685.0,4.615756404059932
Diamond Princess,US,2020-07-08 05:34:00,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-07-07,,0.0
District of Columbia,US,2020-07-08 05:34:00,38.8974,-77.0268,10569,561,1574.0,8434.0,11.0,1497.557913649187,,,,84000011.0,USA,15639.696265952907,,2020-07-07,110377.0,5.307976156684644
Florida,US,2020-07-08 05:34:00,27.7663,-81.6868,213794,3841,,,12.0,995.4214450060545,,16733.0,,84000012.0,USA,17095.660497192977,7.82669298483587,2020-07-07,3671761.0,1.7965892401096382
Georgia,US,2020-07-08 05:34:00,33.0406,-83.6431,100470,2899,,,13.0,946.2748164031892,,12226.0,,84000013.0,USA,9224.950348121196,12.168806608937992,2020-07-07,979452.0,2.885438439335125
Grand Princess,US,2020-07-08 05:34:00,,,103,3,,,99999.0,,,,,84099999.0,USA,,,2020-07-07,,2.912621359223301
Guam,US,2020-07-08 05:34:00,13.4443,144.7937,303,5,184.0,114.0,66.0,184.4984746908281,,,,316.0,GUM,9688.301091768202,,2020-07-07,15911.0,1.6501650165016502
Hawaii,US,2020-07-08 05:34:00,21.0943,-157.4983,1071,19,781.0,271.0,15.0,75.64243095421055,,119.0,,84000015.0,USA,6050.900081363287,11.11111111111111,2020-07-07,85673.0,1.7740429505135389
Idaho,US,2020-07-08 05:34:00,44.2405,-114.4788,8539,94,2907.0,5538.0,16.0,477.8225750042668,,387.0,,84000016.0,USA,6073.701851919208,4.532146621384237,2020-07-07,108541.0,1.1008314790959128
Illinois,US,2020-07-08 05:34:00,40.3495,-88.9861,149574,7273,,,17.0,1180.3670522176726,,,,84000017.0,USA,14291.205660180964,,2020-07-07,1810956.0,4.862476098787222
Indiana,US,2020-07-08 05:34:00,39.8494,-86.2583,48626,2644,36999.0,8983.0,18.0,722.2878518954894,678639.0,7333.0,,84000018.0,USA,1.0080465296806298e-06,15.08040965738494,2020-07-07,530075.0,5.437420310122157
Iowa,US,2020-07-08 05:34:00,42.0115,-93.2105,32153,732,25594.0,5827.0,19.0,1019.089909257164,,,,84000019.0,USA,10754.056169910653,,2020-07-07,339298.0,2.276614934842783
Kansas,US,2020-07-08 05:34:00,38.5266,-96.7265,16860,289,859.0,15712.0,20.0,578.7223759608473,,1235.0,,84000020.0,USA,6941.201669301696,7.32502965599051,2020-07-07,202219.0,1.7141162514827994
Kentucky,US,2020-07-08 05:34:00,37.6681,-84.6701,17519,602,4841.0,12076.0,21.0,392.1280720410827,,2708.0,,84000021.0,USA,9174.171878738664,15.457503282150808,2020-07-07,409872.0,3.4362691934471146
Louisiana,US,2020-07-08 05:34:00,31.1695,-91.8678,68263,3319,43026.0,21918.0,22.0,1468.4023426290776,,,,84000022.0,USA,18232.642702602006,,2020-07-07,847598.0,4.862077552993569
Maine,US,2020-07-08 05:34:00,44.6939,-69.3819,3440,110,2816.0,514.0,23.0,255.9120138787632,,360.0,,84000023.0,USA,8250.63308466224,10.465116279069768,2020-07-07,110906.0,3.197674418604651
Maryland,US,2020-07-08 05:34:00,39.0639,-76.8021,70396,3266,5036.0,62094.0,24.0,1164.4016884783846,,11111.0,,84000024.0,USA,9831.449894800917,15.783567248139098,2020-07-07,594378.0,4.639468151599523
Massachusetts,US,2020-07-08 05:34:00,42.2302,-71.5301,110338,8213,93157.0,8968.0,25.0,1600.8407976028448,,11489.0,,84000025.0,USA,13155.743276426576,10.41255052656383,2020-07-07,906760.0,7.4434918160561185
Michigan,US,2020-07-08 05:34:00,43.3266,-84.5361,73900,6251,52841.0,14808.0,26.0,739.9725459170988,1194318.0,,,84000026.0,USA,1.1958897579088196e-06,,2020-07-07,1176511.0,8.458728010825439
Minnesota,US,2020-07-08 05:34:00,45.6945,-93.9002,39133,1514,34377.0,3242.0,27.0,693.8927930049337,,4252.0,,84000027.0,USA,12150.562306193027,10.86550992768252,2020-07-07,685247.0,3.8688574860092495
Mississippi,US,2020-07-08 05:34:00,32.7416,-89.6787,32214,1158,22167.0,8889.0,28.0,1082.4054844028306,,3315.0,,84000028.0,USA,10998.60927661888,10.290556900726392,2020-07-07,327335.0,3.594710374371392
Missouri,US,2020-07-08 05:34:00,38.4561,-92.2884,25643,1078,,,29.0,417.81345540835673,,,,84000029.0,USA,7093.329648836614,,2020-07-07,435348.0,4.203876301524782
Montana,US,2020-07-08 05:34:00,46.9219,-110.4544,1327,23,716.0,588.0,30.0,124.16048983044188,,117.0,,84000030.0,USA,9854.899707890694,8.81688018085908,2020-07-07,105327.0,1.733232856066315
Nebraska,US,2020-07-08 05:34:00,41.1254,-98.2681,20201,282,14759.0,5160.0,31.0,1044.298824239767,,1369.0,,84000031.0,USA,9980.986430990772,6.77689223305777,2020-07-07,193073.0,1.3959704965100737
Nevada,US,2020-07-08 05:34:00,38.3135,-117.0554,23785,548,743.0,22494.0,32.0,772.20114825353,,,,84000032.0,USA,10276.947011774728,,2020-07-07,316546.0,2.303973092285053
