Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-04-26 02:32:45,32.3182,-86.9023,6274,209,,,1.0,127.95764385802288,,839.0,,84000001.0,USA,2185.8241122861978,13.92300033189512,2020-04-25,107175.0,3.3312081606630537
Alaska,US,2020-04-26 02:32:45,61.3707,-152.4044,339,9,217.0,113.0,2.0,46.34027981873979,,32.0,,84000002.0,USA,2631.8739136326453,9.43952802359882,2020-04-25,15732.0,2.6548672566371683
American Samoa,US,2020-04-26 02:32:45,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,5.3917075537822825,,2020-04-25,3.0,
Arizona,US,2020-04-26 02:32:45,33.7298,-111.4312,6286,273,1345.0,4668.0,4.0,86.36137385201266,,1022.0,,84000004.0,USA,858.7777214033737,16.258351893095767,2020-04-25,79897.0,4.342984409799555
Arkansas,US,2020-04-26 02:32:45,34.9697,-92.3731,2911,48,964.0,1899.0,5.0,96.46087022218803,,291.0,,84000005.0,USA,1469.7799598072943,9.996564754379936,2020-04-25,38053.0,1.6489178976296806
California,US,2020-04-26 02:32:45,36.1162,-119.6816,42429,1662,,,6.0,107.3819612730977,,4847.0,,84000006.0,USA,1290.6218071434291,11.440237915407854,2020-04-25,506035.0,3.914775271630253
Colorado,US,2020-04-26 02:32:45,39.0598,-105.3111,12968,684,2086.0,10198.0,8.0,225.1883052114214,,2366.0,,84000008.0,USA,1002.132944919834,18.2449105490438,2020-04-25,56789.0,5.27452190006169
Connecticut,US,2020-04-26 02:32:45,41.5978,-72.7554,24583,1865,,,9.0,689.5097084750821,,1810.0,,84000009.0,USA,2176.598966647005,7.362811699141683,2020-04-25,77602.0,7.58654354635317
Delaware,US,2020-04-26 02:32:45,39.3185,-75.5071,3576,157,809.0,2610.0,10.0,367.234771464133,29257.0,300.0,,84000010.0,USA,3.004526764185162e-07,8.389261744966444,2020-04-25,17698.0,4.390380313199105
Diamond Princess,US,2020-04-26 02:32:45,,,49,0,0.0,49.0,88888.0,,,,,84088888.0,USA,,,2020-04-25,,0.0
District of Columbia,US,2020-04-26 02:32:45,38.8974,-77.0268,3699,165,652.0,2882.0,11.0,524.1240157619777,,402.0,,84000011.0,USA,2451.579810952619,10.86780210867802,2020-04-25,17302.0,4.4606650446066505
Florida,US,2020-04-26 02:32:45,27.7663,-81.6868,30839,1055,,,12.0,143.58589082266909,,5045.0,,84000012.0,USA,2464.295935833464,16.359155614643797,2020-04-25,529275.0,3.420992898602419
Georgia,US,2020-04-26 02:32:45,33.0406,-83.6431,23222,907,,,13.0,218.71597279302145,,4326.0,,84000013.0,USA,1173.778351425968,18.6288864008268,2020-04-25,119014.0,3.905779002669882
Grand Princess,US,2020-04-26 02:32:45,,,103,3,0.0,100.0,99999.0,,,,,84099999.0,USA,,,2020-04-25,,2.912621359223301
Guam,US,2020-04-26 02:32:45,13.4443,144.7937,141,5,128.0,8.0,66.0,85.85572584622692,,2.0,,316.0,GUM,882.3045868878213,1.4184397163120568,2020-04-25,1449.0,3.5460992907801416
Hawaii,US,2020-04-26 02:32:45,21.0943,-157.4983,605,13,463.0,129.0,15.0,42.72985128599196,,67.0,,84000015.0,USA,1980.5253053780727,11.074380165289256,2020-04-25,28040.0,2.1487603305785123
Idaho,US,2020-04-26 02:32:45,44.2405,-114.4788,1887,56,867.0,964.0,16.0,105.5921301127827,,168.0,,84000016.0,USA,1202.1754775078748,8.90302066772655,2020-04-25,19361.0,2.96767355590885
Illinois,US,2020-04-26 02:32:45,40.3495,-88.9861,41777,1875,,,17.0,329.684265584244,,4699.0,,84000017.0,USA,1717.9870604558605,11.247815783804484,2020-04-25,201617.0,4.488115470234818
Indiana,US,2020-04-26 02:32:45,39.8494,-86.2583,14399,958,,,18.0,213.8819310542333,104423.0,1515.0,,84000018.0,USA,1.551093331931121e-07,10.521563997499827,2020-04-25,79774.0,6.653239808320023
Iowa,US,2020-04-26 02:32:45,42.0115,-93.2105,5092,112,1723.0,3257.0,19.0,161.39103094384595,,293.0,,84000019.0,USA,1310.712008525924,5.754124116260801,2020-04-25,34350.0,2.199528672427337
Kansas,US,2020-04-26 02:32:45,38.5266,-96.7265,3135,120,,,20.0,107.60940976496182,,474.0,,84000020.0,USA,1033.3862623068064,15.119617224880384,2020-04-25,25199.0,3.827751196172249
Kentucky,US,2020-04-26 02:32:45,37.6681,-84.6701,3915,205,1341.0,2369.0,21.0,87.62951093332032,,1143.0,,84000021.0,USA,1313.4098851314068,29.19540229885057,2020-04-25,44962.0,5.236270753512133
Louisiana,US,2020-04-26 02:32:45,31.1695,-91.8678,26512,1707,14927.0,9878.0,22.0,570.2984472962235,,1700.0,,84000022.0,USA,3023.579666697555,6.412190706095353,2020-04-25,139002.0,6.438593844296922
Maine,US,2020-04-26 02:32:45,44.6939,-69.3819,965,47,519.0,399.0,23.0,71.7892713351763,,156.0,,84000023.0,USA,1513.9615981519685,16.16580310880829,2020-04-25,17774.0,4.870466321243524
Maryland,US,2020-04-26 02:32:45,39.0639,-76.8021,17766,875,1165.0,15726.0,24.0,293.8627251194241,,3760.0,,84000024.0,USA,1499.5452889665482,21.164021164021165,2020-04-25,89123.0,4.925137903861308
Massachusetts,US,2020-04-26 02:32:45,42.2302,-71.5301,53348,2730,,,25.0,774.0003885380971,,4965.0,,84000025.0,USA,3304.9611787804142,9.306815625702932,2020-04-25,226845.0,5.117342730749044
Michigan,US,2020-04-26 02:32:45,43.3266,-84.5361,37074,3155,8342.0,25577.0,26.0,371.2279048353251,176663.0,2889.0,,84000026.0,USA,1.768954937474323e-07,7.79252306198414,2020-04-25,144044.0,8.510007013001024
Minnesota,US,2020-04-26 02:32:45,45.6945,-93.9002,3446,244,1654.0,1548.0,27.0,61.10327766067006,,797.0,,84000027.0,USA,1206.9069388405333,23.128264654672083,2020-04-25,59699.0,7.080673244341265
Mississippi,US,2020-04-26 02:32:45,32.7416,-89.6787,5718,221,,,28.0,192.12747748852627,,996.0,,84000028.0,USA,2036.3663241924755,17.418677859391394,2020-04-25,58957.0,3.864987757957328
Missouri,US,2020-04-26 02:32:45,38.4561,-92.2884,7013,279,,,29.0,114.26610625819154,,850.0,,84000029.0,USA,1147.171341503375,12.256669069935112,2020-04-25,67218.0,3.978325966063026
Montana,US,2020-04-26 02:32:45,46.9219,-110.4544,445,14,339.0,92.0,30.0,41.63633607727704,,61.0,,84000030.0,USA,1443.0932565962307,13.707865168539326,2020-04-25,12497.0,3.146067415730337
Nebraska,US,2020-04-26 02:32:45,41.1254,-98.2681,2719,50,,,31.0,140.5597991737007,,,,84000031.0,USA,1309.471359862372,,2020-04-25,19973.0,1.8389113644722324
Nevada,US,2020-04-26 02:32:45,38.3135,-117.0554,4539,205,,,32.0,147.36266604678465,,,,84000032.0,USA,1233.4019624775044,,2020-04-25,37208.0,4.516413306895792
New Hampshire,US,2020-04-26 02:32:45,43.4525,-71.5639,1797,53,578.0,1166.0,33.0,132.1604370340462,,224.0,,84000033.0,USA,1426.3325074225331,12.465219810795771,2020-04-25,19394.0,2.949360044518642
New Jersey,US,2020-04-26 02:32:45,40.2989,-74.521,105498,5914,,,34.0,1187.747616297332,,6722.0,,84000034.0,USA,2405.780556371796,6.371684771275285,2020-04-25,213686.0,5.605793474757816
New Mexico,US,2020-04-26 02:32:45,34.8405,-106.2485,2660,93,614.0,1953.0,35.0,126.85822258276664,,412.0,,84000035.0,USA,3088.9943407416827,15.48872180451128,2020-04-25,51510.0,3.4962406015037595
New York,US,2020-04-26 02:32:45,42.1657,-74.9481,282143,21933,23887.0,236323.0,36.0,1450.3411483378288,,57103.0,,84000036.0,USA,4611.629482786486,20.239027727074568,2020-04-25,777568.0,7.773717582927806
North Carolina,US,2020-04-26 02:32:45,35.6301,-79.8064,8768,305,,,37.0,83.59963554830415,,456.0,,84000037.0,USA,1061.366472152553,5.200729927007299,2020-04-25,105265.0,3.478558394160584
North Dakota,US,2020-04-26 02:32:45,47.5289,-99.784,866,16,310.0,477.0,38.0,105.37200385270488,,70.0,,84000038.0,USA,3190.8683449369905,8.7173100871731,2020-04-25,19350.0,1.99252801992528
Northern Mariana Islands,US,2020-04-26 02:32:45,15.0979,145.6739,14,2,11.0,1.0,69.0,25.388074858552155,,,,580.0,MNP,117.87320470042071,,2020-04-25,65.0,14.285714285714286
Ohio,US,2020-04-26 02:32:45,40.3888,-82.7649,15587,861,,,39.0,133.34645096714033,123877.0,3115.0,,84000039.0,USA,1.0597650802884739e-07,19.984602553409893,2020-04-25,111379.0,5.523833964200937
Oklahoma,US,2020-04-26 02:32:45,35.5653,-96.9289,3194,194,2080.0,920.0,40.0,80.71830700806248,,637.0,,84000040.0,USA,1451.3207171630622,19.94364433312461,2020-04-25,53084.0,6.073888541014402
Oregon,US,2020-04-26 02:32:45,44.572,-122.0709,2253,87,,,41.0,53.41727092040115,,536.0,,84000041.0,USA,1182.3340422462877,23.790501553484244,2020-04-25,47377.0,3.8615179760319576
Pennsylvania,US,2020-04-26 02:32:45,40.5908,-77.2098,41460,1845,,,42.0,323.8559258252761,,2748.0,,84000042.0,USA,1532.751110089639,6.677520472383544,2020-04-25,204238.0,4.450072358900145
Puerto Rico,US,2020-04-26 02:32:45,18.2208,-66.5901,1307,83,,,72.0,40.92439663912698,,,,630.0,PRI,727.2769401201242,,2020-04-25,23227.0,6.350420811017598
Recovered,US,2020-04-26 02:32:45,,,0,0,100372.0,0.0,,,,,,84070001.0,USA,,,2020-04-25,,
Rhode Island,US,2020-04-26 02:32:45,41.6809,-71.5118,7129,276,410.0,6443.0,44.0,672.9528461025089,,576.0,,84000044.0,USA,4803.93369210307,8.079674568663206,2020-04-25,50891.0,3.8715107308177865
South Carolina,US,2020-04-26 02:32:45,33.8569,-80.945,5253,166,3701.0,1386.0,45.0,102.025476653005,,944.0,,84000045.0,USA,972.5048239326584,17.970683418998668,2020-04-25,49014.0,3.160098991052732
South Dakota,US,2020-04-26 02:32:45,44.2998,-99.4388,2147,10,1223.0,914.0,46.0,242.6923820364683,,128.0,,84000046.0,USA,2119.3327281720685,5.961807172799255,2020-04-25,15596.0,0.4657661853749418
Tennessee,US,2020-04-26 02:32:45,35.7478,-86.6923,9369,178,4467.0,4724.0,47.0,137.19082278471743,,821.0,,84000047.0,USA,2153.96084253158,8.934595712264665,2020-04-25,141406.0,1.8998825915252429
Texas,US,2020-04-26 02:32:45,31.0545,-97.5635,18293,678,9986.0,7595.0,48.0,62.97101302078043,,1597.0,,84000048.0,USA,1143.4458112991583,6.612015070591645,2020-04-25,262816.0,3.7132373076291145
Utah,US,2020-04-26 02:32:45,40.15,-111.8624,3948,41,1399.0,2508.0,49.0,123.14571806617552,,329.0,,84000049.0,USA,3147.5824894395514,8.333333333333334,2020-04-25,90206.0,1.038500506585613
Vermont,US,2020-04-26 02:32:45,44.0459,-72.7107,843,46,1710.0,0.0,50.0,135.09853539084824,,37.0,,84000050.0,USA,2404.555586309002,4.389086595492289,2020-04-25,14682.0,5.456702253855279
Virgin Islands,US,2020-04-26 02:32:45,18.3358,-64.8963,55,3,51.0,1.0,78.0,51.27344594846553,,,,850.0,VIR,697.3188648991312,,2020-04-25,748.0,5.454545454545454
Virginia,US,2020-04-26 02:32:45,37.7693,-78.17,12366,437,1717.0,10212.0,51.0,144.87695475811137,,1942.0,,84000051.0,USA,912.810174991748,15.704350638848457,2020-04-25,72178.0,3.5338832282063724
Washington,US,2020-04-26 02:32:45,47.4009,-121.4905,13319,779,,,53.0,174.90725083070765,,455.0,,84000053.0,USA,2123.6646129501896,3.416172385314213,2020-04-25,160324.0,5.848787446504993
West Virginia,US,2020-04-26 02:32:45,38.4912,-80.9545,1010,32,439.0,539.0,54.0,56.35698410900445,,97.0,,84000054.0,USA,2491.7649157443925,9.603960396039604,2020-04-25,32966.0,3.1683168316831685
Wisconsin,US,2020-04-26 02:32:45,44.2685,-89.6165,5687,266,,,55.0,97.67392812009548,68761.0,1376.0,,84000055.0,USA,1.1809665854520637e-07,24.19553367328996,2020-04-25,62825.0,4.677334271144716
Wyoming,US,2020-04-26 02:32:45,42.756,-107.3025,491,7,321.0,163.0,56.0,84.83669368424508,,54.0,,84000056.0,USA,1638.2431019226128,10.9979633401222,2020-04-25,8146.0,1.4256619144602851
