Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-05-26 02:32:41,32.3182,-86.9023,15309,566,7951.0,6792.0,1.0,312.2256247724693,,1629.0,,84000001.0,USA,5696.827674256631,10.870145469104498,2020-05-25,279326.0,3.6971715984061664
Alaska,US,2020-05-26 02:32:41,61.3707,-152.4044,410,10,361.0,39.0,2.0,56.04576615245816,,,,84000002.0,USA,6079.1885666637045,,2020-05-25,44472.0,2.4390243902439024
American Samoa,US,2020-05-26 02:32:41,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,222.8572455563344,,2020-05-25,124.0,
Arizona,US,2020-05-26 02:32:41,33.7298,-111.4312,16575,807,4204.0,11564.0,4.0,227.71870372209827,,1961.0,,84000004.0,USA,2579.877744937741,11.83107088989442,2020-05-25,261004.0,4.868778280542986
Arkansas,US,2020-05-26 02:32:41,34.9697,-92.3731,6029,117,4249.0,1663.0,5.0,199.7810328304953,,605.0,,84000005.0,USA,3698.7822933497337,10.03483164703931,2020-05-25,111622.0,1.9406203350472715
California,US,2020-05-26 02:32:41,36.1162,-119.6816,97443,3717,,,6.0,246.5945791002445,,,,84000006.0,USA,4160.9959530750775,,2020-05-25,1644102.0,3.814850926258532
Colorado,US,2020-05-26 02:32:41,39.0598,-105.3111,24269,1333,3666.0,19270.0,8.0,421.42928587106616,,4119.0,,84000008.0,USA,2610.086657905485,16.9813654353562,2020-05-25,150308.0,5.492603733157526
Connecticut,US,2020-05-26 02:32:41,41.5978,-72.7554,40873,3742,7127.0,30004.0,9.0,1146.4154218159715,,12538.0,,84000009.0,USA,6219.022479817193,30.675507058449345,2020-05-25,221726.0,9.155188021432242
Delaware,US,2020-05-26 02:32:41,39.3185,-75.5071,8965,455,4693.0,3817.0,10.0,920.6542858433872,69065.0,,,84000010.0,USA,7.092580953906696e-07,,2020-05-25,53896.0,5.075292805354155
Diamond Princess,US,2020-05-26 02:32:41,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-05-25,,0.0
District of Columbia,US,2020-05-26 02:32:41,38.8974,-77.0268,8225,440,1080.0,6705.0,11.0,1165.4285022012075,,,,84000011.0,USA,5781.517224962416,,2020-05-25,40803.0,5.349544072948328
Florida,US,2020-05-26 02:32:41,27.7663,-81.6868,51746,2252,,,12.0,240.928548477896,,9681.0,,84000012.0,USA,5980.3460671857565,18.708692459320527,2020-05-25,1284443.0,4.352027209832644
Georgia,US,2020-05-26 02:32:41,33.0406,-83.6431,43400,1848,,,13.0,408.76208850302,,7475.0,,84000013.0,USA,4836.813980190862,17.223502304147466,2020-05-25,513545.0,4.258064516129032
Grand Princess,US,2020-05-26 02:32:41,,,103,3,,,99999.0,,,,,84099999.0,USA,,,2020-05-25,,2.912621359223301
