Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-04-20 23:36:47,32.3182,-86.9023,5163,163,,,1.0,105.29890265205168,,641.0,,84000001.0,USA,1817.3289402704568,12.620594605237253,2020-04-20,89107.0,3.1570792175092
Alaska,US,2020-04-20 23:36:47,61.3707,-152.4044,321,9,161.0,151.0,2.0,43.87973398765626,,46.0,,84000002.0,USA,1693.6874842116006,14.330218068535826,2020-04-20,10124.0,2.803738317757009
American Samoa,US,,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,5.3917075537822825,,2020-04-20,3.0,
Arizona,US,2020-04-20 23:36:47,33.7298,-111.4312,5068,191,1155.0,3722.0,4.0,69.62765553324851,,637.0,,84000004.0,USA,748.7583319972463,12.569060773480665,2020-04-20,66619.0,3.768745067087608
Arkansas,US,2020-04-20 23:36:47,34.9697,-92.3731,1973,41,749.0,1183.0,5.0,65.37866607639197,,291.0,,84000005.0,USA,1025.5976473014766,14.749113025848962,2020-04-20,26553.0,2.078053725291434
California,US,2020-04-20 23:36:47,36.1162,-119.6816,33559,1201,,,6.0,84.93321167983892,,4674.0,,84000006.0,USA,740.9085043033904,13.875200379979814,2020-04-20,290500.0,3.575791888912065
Colorado,US,2020-04-20 23:36:47,39.0598,-105.3111,9730,420,,,8.0,168.9606885955529,,1813.0,,84000008.0,USA,815.1848314034714,18.633093525179856,2020-04-20,46195.0,4.316546762589928
Connecticut,US,2020-04-20 23:36:47,41.5978,-72.7554,19815,1331,,,9.0,555.7757341835313,,1919.0,,84000009.0,USA,1761.5973132036777,9.684582387080496,2020-04-20,62806.0,6.717133484733788
Delaware,US,2020-04-20 23:36:47,39.3185,-75.5071,2745,101,495.0,2149.0,10.0,281.8958186993974,24195.0,256.0,,84000010.0,USA,2.4846882817602624e-07,9.326047358834243,2020-04-20,16470.0,3.6794171220400727
Diamond Princess,US,2020-04-20 23:36:47,,,49,0,0.0,49.0,88888.0,,,,,84088888.0,USA,,,2020-04-20,,0.0
District of Columbia,US,2020-04-20 23:36:47,38.8974,-77.0268,2927,105,630.0,2192.0,11.0,414.73668400522,,402.0,,84000011.0,USA,1999.7194469988624,13.734198838401094,2020-04-20,14113.0,3.58729074137342
