Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-05-28 02:32:37,32.3182,-86.9023,16263,583,7951.0,7729.0,1.0,331.6823656460036,,1719.0,,84000001.0,USA,5961.696325959555,10.722305389221557,2020-05-27,292313.0,3.5848244481338005
Alaska,US,2020-05-28 02:32:37,61.3707,-152.4044,413,10,364.0,39.0,2.0,56.45585712430541,,,,84000002.0,USA,6337.682575918091,,2020-05-27,46363.0,2.4213075060532687
American Samoa,US,2020-05-28 02:32:37,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,312.7190381193724,,2020-05-27,174.0,
Arizona,US,2020-05-28 02:32:37,33.7298,-111.4312,17318,834,4361.0,12123.0,4.0,237.92654667024425,,2031.0,,84000004.0,USA,2696.436748399477,11.727682180390346,2020-05-27,273336.0,4.815798591061324
Arkansas,US,2020-05-28 02:32:37,34.9697,-92.3731,6277,120,4424.0,1733.0,5.0,207.9989290225608,,627.0,,84000005.0,USA,3830.4674524919446,9.988848175880198,2020-05-27,115596.0,1.9117412776804208
California,US,2020-05-28 02:32:37,36.1162,-119.6816,102577,3850,,,6.0,259.59055758518065,,,,84000006.0,USA,4395.839737997025,,2020-05-27,1736894.0,3.751584283903676
Colorado,US,2020-05-28 02:32:37,39.0598,-105.3111,24767,1392,3741.0,19634.0,8.0,430.077016900931,,4160.0,,84000008.0,USA,2768.315824861567,16.805364789528966,2020-05-27,159420.0,5.62038195986595
Connecticut,US,2020-05-28 02:32:37,41.5978,-72.7554,41288,3803,7127.0,30358.0,9.0,1158.055438454183,,12538.0,,84000009.0,USA,6321.005854507645,30.36717690370084,2020-05-27,225362.0,9.210908738616547
Delaware,US,2020-05-28 02:32:37,39.3185,-75.5071,9096,475,4909.0,3712.0,10.0,934.1072374825932,72838.0,,,84000010.0,USA,7.4800464999733e-07,,2020-05-27,55421.0,5.22207563764292
Diamond Princess,US,2020-05-28 02:32:37,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-05-27,,0.0
District of Columbia,US,2020-05-28 02:32:37,38.8974,-77.0268,8406,445,1082.0,6879.0,11.0,1191.07501392138,,,,84000011.0,USA,6049.884590697259,,2020-05-27,42697.0,5.293837734951225
Florida,US,2020-05-28 02:32:37,27.7663,-81.6868,52634,2319,,,12.0,245.06306227699875,,9899.0,,84000012.0,USA,6391.478767060049,18.807234867196108,2020-05-27,1372745.0,4.405897328722879
Georgia,US,2020-05-28 02:32:37,33.0406,-83.6431,44638,1933,,,13.0,420.42216835478814,,7666.0,,84000013.0,USA,4151.252144705924,17.173708499484743,2020-05-27,440756.0,4.330391146556745
Grand Princess,US,2020-05-28 02:32:37,,,103,3,,,99999.0,,,,,84099999.0,USA,,,2020-05-27,,2.912621359223301
Guam,US,2020-05-28 02:32:37,13.4443,144.7937,170,5,143.0,22.0,66.0,103.51399570112464,,,,316.0,GUM,3461.6297974170216,,2020-05-27,5685.0,2.9411764705882355
Hawaii,US,2020-05-28 02:32:37,21.0943,-157.4983,644,17,593.0,34.0,15.0,45.48433756723772,,83.0,,84000015.0,USA,3616.28734800886,12.888198757763975,2020-05-27,51202.0,2.639751552795031
Idaho,US,2020-05-28 02:32:37,44.2405,-114.4788,2699,81,2100.0,518.0,16.0,151.0297610887125,,231.0,,84000016.0,USA,2407.131245925582,8.558725453871805,2020-05-27,43017.0,3.0011115227862173
Illinois,US,2020-05-28 02:32:37,40.3495,-88.9861,114306,5083,,,17.0,902.048726856227,,,,84000017.0,USA,6344.573522621571,,2020-05-27,803973.0,4.446835686665617
Indiana,US,2020-05-28 02:32:37,39.8494,-86.2583,32437,2032,,,18.0,481.8173621505777,306808.0,5285.0,,84000018.0,USA,4.557308667469077e-07,16.29312205197768,2020-05-27,235333.0,6.264451089804853
Iowa,US,2020-05-28 02:32:37,42.0115,-93.2105,18369,496,10016.0,7857.0,19.0,582.2057830729588,,,,84000019.0,USA,4422.279061954251,,2020-05-27,139526.0,2.700201426316076
Kansas,US,2020-05-28 02:32:37,38.5266,-96.7265,9291,213,534.0,8544.0,20.0,318.91515984888684,,822.0,,84000020.0,USA,2900.0650118730764,8.847271553115919,2020-05-27,84488.0,2.292541168873103
Kentucky,US,2020-05-28 02:32:37,37.6681,-84.6701,9077,400,3124.0,5553.0,21.0,203.17064386762416,,2136.0,,84000021.0,USA,4075.9697498003993,23.53200396606809,2020-05-27,182101.0,4.406742315743087
Louisiana,US,2020-05-28 02:32:37,31.1695,-91.8678,38497,2723,28700.0,7074.0,22.0,828.1072467396921,,,,84000022.0,USA,7478.219082196371,,2020-05-27,347647.0,7.073278437280827
Maine,US,2020-05-28 02:32:37,44.6939,-69.3819,2137,81,1357.0,699.0,23.0,158.97789931945258,,260.0,,84000023.0,USA,3393.5867259033544,12.166588675713616,2020-05-27,45617.0,3.790360318203089
Maryland,US,2020-05-28 02:32:37,39.0639,-76.8021,48423,2392,3401.0,42630.0,24.0,800.9520847944317,,8281.0,,84000024.0,USA,4334.582710298924,17.10137744460277,2020-05-27,262055.0,4.9398013340767815
Massachusetts,US,2020-05-28 02:32:37,42.2302,-71.5301,94220,6547,,,25.0,1366.9925134599143,,9388.0,,84000025.0,USA,7914.120603211924,9.963914243260454,2020-05-27,545481.0,6.94863086393547
Michigan,US,2020-05-28 02:32:37,43.3266,-84.5361,55608,5334,33168.0,17106.0,26.0,556.8118177720979,579682.0,,,84000026.0,USA,5.804448787040808e-07,,2020-05-27,494252.0,9.59214501510574
Minnesota,US,2020-05-28 02:32:37,45.6945,-93.9002,22464,942,16314.0,5208.0,27.0,398.3238622661904,,2796.0,,84000027.0,USA,3839.470376790543,12.446581196581196,2020-05-27,216532.0,4.193376068376068
Mississippi,US,2020-05-28 02:32:37,32.7416,-89.6787,14044,670,9401.0,3973.0,28.0,471.8849761890282,,2106.0,,84000028.0,USA,4977.3045637164,14.995727712902308,2020-05-27,148132.0,4.770720592423811
Missouri,US,2020-05-28 02:32:37,38.4561,-92.2884,12813,696,,,29.0,208.76823320778672,,,,84000029.0,USA,2696.911474969645,,2020-05-27,165521.0,5.431983142121283
Montana,US,2020-05-28 02:32:37,46.9219,-110.4544,481,17,444.0,20.0,30.0,45.004668883528666,,66.0,,84000030.0,USA,3334.9301725896303,13.721413721413722,2020-05-27,35643.0,3.5343035343035343
Nebraska,US,2020-05-28 02:32:37,41.1254,-98.2681,12984,153,,,31.0,671.2131049912945,,,,84000031.0,USA,4674.34998201,,2020-05-27,90421.0,1.1783733826247689
Nevada,US,2020-05-28 02:32:37,38.3135,-117.0554,8150,402,401.0,7347.0,32.0,264.59698794476645,,,,84000032.0,USA,4173.782107140028,,2020-05-27,128559.0,4.932515337423313
New Hampshire,US,2020-05-28 02:32:37,43.4525,-71.5639,4286,223,2550.0,1513.0,33.0,315.2140418074135,,421.0,,84000033.0,USA,5159.699377294146,9.822678488100792,2020-05-27,70157.0,5.202986467568829
New Jersey,US,2020-05-28 02:32:37,40.2989,-74.521,156909,11339,25552.0,120018.0,34.0,1766.557571950161,,16597.0,,84000034.0,USA,7434.2588933585075,10.596445080062312,2020-05-27,660325.0,7.226481591240783
New Mexico,US,2020-05-28 02:32:37,34.8405,-106.2485,7252,329,2564.0,4359.0,35.0,345.8555752519638,,1282.0,,84000035.0,USA,8615.199427325739,17.67788196359625,2020-05-27,180646.0,4.536679536679537
New York,US,2020-05-28 02:32:37,42.1657,-74.9481,364965,29352,64632.0,270981.0,36.0,1876.083252829649,,77838.0,,84000036.0,USA,9312.145987050906,21.32752455714932,2020-05-27,1811544.0,8.042415026098393
North Carolina,US,2020-05-28 02:32:37,35.6301,-79.8064,24916,844,14954.0,9118.0,37.0,237.56484025108875,,,,84000037.0,USA,3472.092710165174,,2020-05-27,364156.0,3.387381602183336
North Dakota,US,2020-05-28 02:32:37,47.5289,-99.784,2483,56,1762.0,621.0,38.0,320.05269912421824,,161.0,,84000038.0,USA,8836.551356713759,6.601066010660107,2020-05-27,67340.0,2.2960229602296023
Northern Mariana Islands,US,2020-05-28 02:32:37,15.0979,145.6739,22,2,13.0,7.0,69.0,39.895546206296245,,,,580.0,MNP,9429.856376033656,,2020-05-27,5200.0,9.090909090909092
Ohio,US,2020-05-28 02:32:37,40.3888,-82.7649,33439,2035,,,39.0,286.0699283948294,398169.0,5700.0,,84000039.0,USA,3.4063272621502084e-07,17.045964293190586,2020-05-27,349725.0,6.085708304674183
Oklahoma,US,2020-05-28 02:32:37,35.5653,-96.9289,6229,322,5135.0,772.0,40.0,157.41838896469042,,941.0,,84000040.0,USA,4514.513753070215,15.106758709263124,2020-05-27,178638.0,5.169369080109167
Oregon,US,2020-05-28 02:32:37,44.572,-122.0709,4038,148,1795.0,2095.0,41.0,95.73854415294268,,759.0,,84000041.0,USA,2773.8097467907555,18.796433878157504,2020-05-27,116992.0,3.6651807825656255
Pennsylvania,US,2020-05-28 02:32:37,40.5908,-77.2098,72992,5294,43038.0,24660.0,42.0,570.1614022633514,,,,84000042.0,USA,3276.108111013062,,2020-05-27,475121.0,7.252849627356422
Puerto Rico,US,2020-05-28 02:32:37,18.2208,-66.5901,3397,129,,,72.0,106.365857217379,,,,630.0,PRI,3510.950015875034,,2020-05-27,112129.0,3.79746835443038
Rhode Island,US,2020-05-28 02:32:37,41.6809,-71.5118,14353,792,1175.0,12386.0,44.0,1354.8733623382398,,1624.0,,84000044.0,USA,13062.874695217211,11.314707726607676,2020-05-27,138383.0,5.5180101720894585
South Carolina,US,2020-05-28 02:32:37,33.8569,-80.945,10623,466,6102.0,4055.0,45.0,206.3233654073619,,1618.0,,84000045.0,USA,3412.172437622288,15.231102325143556,2020-05-27,175683.0,4.386708086227996
South Dakota,US,2020-05-28 02:32:37,44.2998,-99.4388,4710,54,3619.0,1037.0,46.0,532.4085325532211,,391.0,,84000046.0,USA,4296.118617455992,8.301486199575372,2020-05-27,38006.0,1.1464968152866242
Tennessee,US,2020-05-28 02:32:37,35.7478,-86.6923,21385,353,13916.0,7118.0,47.0,313.17110971253624,,1647.0,,84000047.0,USA,5998.236389935299,7.73784355179704,2020-05-27,409630.0,1.6505353719549258
Texas,US,2020-05-28 02:32:37,31.0545,-97.5635,49378,1657,37626.0,10016.0,48.0,170.02070052639544,,,,84000048.0,USA,2951.019146478081,,2020-05-27,855674.0,3.361122943670257
Utah,US,2020-05-28 02:32:37,40.15,-111.8624,8706,105,5499.0,3102.0,49.0,271.5568950061105,,716.0,,84000049.0,USA,6257.9110518603175,8.224213186308294,2020-05-27,200626.0,1.206064782908339
Vermont,US,2020-05-28 02:32:37,44.0459,-72.7107,971,54,849.0,68.0,50.0,155.61171751425104,,,,84000050.0,USA,4967.8760362762805,,2020-05-27,30999.0,5.561277033985582
Virgin Islands,US,2020-05-28 02:32:37,18.3358,-64.8963,69,6,61.0,2.0,78.0,64.32486855352948,,,,850.0,VIR,1408.6213968751165,,2020-05-27,1511.0,8.695652173913043
Virginia,US,2020-05-28 02:32:37,37.7693,-78.17,40249,1281,5367.0,33601.0,51.0,471.5471900419881,,6826.0,,84000051.0,USA,3245.813171993408,16.959427563417723,2020-05-27,277047.0,3.182687768640214
Washington,US,2020-05-28 02:32:37,47.4009,-121.4905,20406,1105,,,53.0,267.9748750245079,,3338.0,,84000053.0,USA,4370.264953164805,16.357933940997746,2020-05-27,332791.0,5.415073997843772
West Virginia,US,2020-05-28 02:32:37,38.4912,-80.9545,1899,74,1191.0,634.0,54.0,105.96228992376184,,,,84000054.0,USA,4936.03482303628,,2020-05-27,88461.0,3.896787783043707
Wisconsin,US,2020-05-28 02:32:37,44.2685,-89.6165,16462,539,9846.0,6077.0,55.0,282.73399063003546,293814.0,2411.0,,84000055.0,USA,5.04624011195318e-07,14.645851050905115,2020-05-27,227067.0,3.2742072652168632
Wyoming,US,2020-05-28 02:32:37,42.756,-107.3025,860,14,607.0,239.0,56.0,148.59380156507285,,82.0,,84000056.0,USA,3715.190606107205,9.534883720930232,2020-05-27,21502.0,1.627906976744186
