Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-06-20 04:33:32,32.3182,-86.9023,29225,822,15974.0,12429.0,1.0,596.0411446845264,,2416.0,,84000001.0,USA,9825.654141134792,8.33045996827805,2020-06-19,481770.0,2.812660393498717
Alaska,US,2020-06-20 04:33:32,61.3707,-152.4044,734,12,457.0,265.0,2.0,100.33559111196168,,,,84000002.0,USA,11432.106022185922,,2020-06-19,83631.0,1.6348773841961852
American Samoa,US,2020-06-20 04:33:32,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,312.7190381193724,,2020-06-19,174.0,
Arizona,US,2020-06-20 04:33:32,33.7298,-111.4312,46910,1321,7018.0,38571.0,4.0,644.4817129172627,,4049.0,,84000004.0,USA,5388.53207234187,8.631421871669154,2020-06-19,550195.0,2.816030697079514
Arkansas,US,2020-06-20 04:33:32,34.9697,-92.3731,14631,214,9712.0,4705.0,5.0,484.82273865367,,1100.0,,84000005.0,USA,7779.564212917738,7.5182830975326365,2020-06-19,234772.0,1.4626478026108949
California,US,2020-06-20 04:33:32,36.1162,-119.6816,172745,5341,,,6.0,437.1558644017574,,,,84000006.0,USA,7986.647574852976,,2020-06-19,3155702.0,3.088056504370984
Colorado,US,2020-06-20 04:33:32,39.0598,-105.3111,30187,1643,4280.0,24264.0,8.0,524.1948927681352,,5308.0,,84000008.0,USA,4592.084096232229,17.59246983958637,2020-06-19,264446.0,5.442740252426542
Connecticut,US,2020-06-20 04:33:32,41.5978,-72.7554,45557,4238,7842.0,33477.0,9.0,1277.7933445470169,,10099.0,,84000009.0,USA,10654.9066035918,22.16783370283381,2020-06-19,379878.0,9.302631867770046
Delaware,US,2020-06-20 04:33:32,39.3185,-75.5071,10611,552,6395.0,3664.0,10.0,1089.6890827757034,118573.0,,,84000010.0,USA,1.2176769730653425e-06,,2020-06-19,90434.0,5.202148713599096
Diamond Princess,US,2020-06-20 04:33:32,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-06-19,,0.0
District of Columbia,US,2020-06-20 04:33:32,38.8974,-77.0268,9952,530,1162.0,8260.0,11.0,1410.1330643047315,,,,84000011.0,USA,10455.700256040036,,2020-06-19,73791.0,5.32556270096463
Florida,US,2020-06-20 04:33:32,27.7663,-81.6868,89748,3104,,,12.0,417.8652527498591,,13062.0,,84000012.0,USA,10724.803083304354,14.554084770691269,2020-06-19,2303445.0,3.4585728929892587
Georgia,US,2020-06-20 04:33:32,33.0406,-83.6431,62009,2636,,,13.0,584.0306070503171,,9772.0,,84000013.0,USA,6313.264527560031,15.759002725410827,2020-06-19,670306.0,4.2509958231869565
